,id,scientificName,scientificNameAuthorship,decimalLongitude,decimalLatitude,scientificNameID,absence,aphiaID,basisOfRecord,brackish,category,class,classid,continent,country,dataset_id,family,familyid,genus,genusid,higherGeography,identificationReferences,kingdom,kingdomid,locality,marine,node_id,occurrenceID,order,orderid,originalScientificName,phylum,phylumid,sampleSizeUnit,samplingProtocol,species,speciesid,subphylum,subphylumid,superclass,superclassid,terrestrial,waterBody,year,flags
9596,693dbc2a-d60d-4bda-926d-2eb2c529e754,Eumetopias jubatus,"(Schreber, 1776)",-173.50056,52.09694,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Wynne, 2005 #1118}",Animalia,2,Central Aleutian Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2203_1972,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Aerial surveys,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1972,"no_depth,on_land"
9600,694d0a1d-391b-4b42-bd2f-791aa054bec0,Eschrichtius robustus,"Lilljeborg, 1861",-170.46667,64.0,urn:lsid:marinespecies.org:taxname:137112,False,137112,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Eschrichtiidae,136981.0,Eschrichtius,137027.0,United States,"{Moore, 2003 #1404}",Animalia,2,Northern Bering Sea including St Lawrence Island,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_5074_1953,Cetartiodactyla,370511.0,Eschrichtius robustus,Chordata,1821,no. of whales per 10km survey effort,aerial surveys fixed wing aircraft,Eschrichtius robustus,137112.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1953,no_depth
9602,694e4384-2067-47b1-8471-ba8138bdebfb,Odobenus rosmarus,"Illiger, 1815",-169.48222,64.41833,urn:lsid:marinespecies.org:taxname:137077,False,137077,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Odobenidae,136975.0,Odobenus,137005.0,"United States, Russian Federation","{Garner, 1995 #539} updated with {NOAA, 2010 #2292}",Animalia,2,Bering and Chukchi seas of Alaska and Russia,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2218_1996,Carnivora,2687.0,Odobenus rosmarus,Chordata,1821,Number of individuals,Count surveys,Odobenus rosmarus,137077.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1996,no_depth
9607,6968c224-d6f2-49d8-9aba-45f5e573aa3f,Eumetopias jubatus,"(Schreber, 1776)",-176.22111,51.80917,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Wynne, 2005 #1118}",Animalia,2,Western Aleutian Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2208_1989,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Aerial surveys,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1989,no_depth
9608,69707c4d-02fc-4855-b4fa-a3ab6f564090,Balaena mysticetus,"Linnaeus, 1758",-154.0,75.0,urn:lsid:marinespecies.org:taxname:137086,False,137086,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenidae,136978.0,Balaena,137012.0,United States,"{Kinsinger, 1995 #534}",Animalia,2,"Western Arctic stock, Alaska (aka Bering-Chukchi-Beaufort stock).",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2187_2009,Cetartiodactyla,370511.0,Balaena mysticetus,Chordata,1821,Number of individuals,Counts,Balaena mysticetus,137086.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2009,no_depth
9610,697bc7a7-64f5-4055-985e-be6aea98f370,Enhydra lutris,"Linnaeus, 1758",-162.01667,54.86667,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{Burn, 2005 #2259}",Animalia,2,South Alaskan Peninsula (offshore) from the Ikatan Peninsula to Shumagin Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9805_1968,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Estimated abundance,Arial survey (strip transects),Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1968,no_depth
9613,698d897f-3659-4b94-b610-919cbd9b01ff,Enhydra lutris,"Linnaeus, 1758",166.27306,55.00083,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,Russian Federation,"{Bodkin, 1995 #540}",Animalia,2,"Bering Island, Russia",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2196_1990,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Number of individuals,"Surveys from skiffs, airplanes, and helicopters",Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1990,"no_depth,on_land"
9614,69905137-bd9e-4ef7-bef8-76b8f9aec9ac,Ursus maritimus,"Phipps, 1774",-179.715,71.18861,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Russian Federation,"{Derocher, 1997 #924}",Animalia,2,Wrangel Island State Nature Reserve,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4633_1999,Carnivora,2687.0,Ursus maritimus,Chordata,1821,No of Polar bear dens/100km,aerial and ground transect surveys,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1999,"no_depth,on_land"
9615,69924373-2fe3-4092-8df5-f5a98d424403,Delphinapterus leucas,"Pallas, 1776",-82.0,60.0,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,Canada,"{COSEWIC, 2004 #712}",Animalia,2,"Eastern Hudson Bay, Canada",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4319_1962,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Individuals (estimated),Abundance estimate (possibly aerial survey),Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1962,no_depth
9619,699beb7e-6658-4d9b-85d6-0e700708364e,Enhydra lutris,"Linnaeus, 1758",-176.19556,51.87278,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{DOROFF, 2003 #1276}",Animalia,2,"Andreanof Islands, Aleutian Islands, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4807_1956,Carnivora,2687.0,Enhydra lutris,Chordata,1821,number of individuals,aerial survey,Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1956,"no_depth,on_land"
9622,69a783a0-d796-48e8-8606-e663f5c3c9d1,Delphinapterus leucas,"Pallas, 1776",-164.26889,63.84917,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{DeMaster, 2001 #2258}",Animalia,2,"Norton Sound, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9802_1982,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,animals seen/km2,Aerial survey & line transect surveys,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1982,no_depth
9632,69be09b7-f176-461e-98c4-cd7e39a0bb35,Delphinapterus leucas,"Pallas, 1776",-164.26889,63.84917,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{DeMaster, 2001 #2258}",Animalia,2,"Norton Sound, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9802_1975,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,animals seen/km2,Aerial survey & line transect surveys,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1975,no_depth
9633,69c01afb-68c8-40ce-86ec-673794470aef,Delphinapterus leucas,"Pallas, 1776",-167.55222,68.2025,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{NOAA, 1999 #1131}",Animalia,2,"Eastern Chukchi Sea Stock, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2193_1986,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Number of individuals,Counts,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1986,no_depth
9637,69c8cbdb-1bce-41d8-a3e5-37a3a045850d,Eumetopias jubatus,"(Schreber, 1776)",-154.785,56.74167,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Trites, 2003 #1338}",Animalia,2,Alaska - Western stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4860_1966,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,number of individuals,unknown,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1966,no_depth
9640,69cd4cde-53cd-4d80-9460-906026c76247,Eumetopias jubatus,"(Schreber, 1776)",151.5,46.5,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,Russian Federation,"{Burkanov, 2005 #1439}",Animalia,2,Kuril Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2210_2000,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of non-pups,Survey,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2000,no_depth
9643,69d26d9b-82fe-44e0-a2b6-e6bbfaaf6a49,Callorhinus ursinus,"Linnaeus, 1758",-170.24667,57.4,urn:lsid:marinespecies.org:taxname:254997,False,254997,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Callorhinus,254996.0,United States,"{Towell, 2008 #2295}",Animalia,2,"St. Paul Island (in the Pribilof Islands part of the Aleutian Islands), Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4817_2007,Carnivora,2687.0,Callorhinus ursinus,Chordata,1821,number of individuals,Adult male direct count,Callorhinus ursinus,254997.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2007,no_depth
9645,69d4a2f2-2ddf-4105-8e0e-c25f57acb5d6,Balaenoptera musculus,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137090,False,137090,HumanObservation,,EN,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1944_1995,Cetartiodactyla,370511.0,Balaenoptera musculus,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera musculus,137090.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1995,no_depth
9646,69d719df-d9b4-4f73-a2ec-979aa00d42d3,Enhydra lutris,"Linnaeus, 1758",166.27306,55.00083,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,Russian Federation,"{Bodkin, 1995 #540}",Animalia,2,"Bering Island, Russia",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2196_1950,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Number of individuals,"Surveys from skiffs, airplanes, and helicopters",Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1950,"no_depth,on_land"
9647,69db9bbf-0649-45b1-8e16-47c612b23d9e,Delphinapterus leucas,"Pallas, 1776",-164.26889,63.84917,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{DeMaster, 2001 #2258}",Animalia,2,"Norton Sound, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9802_1995,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,animals seen/km2,Aerial survey & line transect surveys,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1995,no_depth
9650,69e9b517-042f-4189-80a5-918ab8472c59,Delphinapterus leucas,"Pallas, 1776",-153.18556,58.94194,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{MMC, 2002 #1134} updated with {Angliss, 2008 #1819} Updated with {Allen, 2010 #2277}",Animalia,2,"Cook Inlet stock, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2191_1990,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Number of individuals,Aerial counts,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1990,no_depth
9656,69fcc5d7-6cf0-42a2-892c-3cdac275a027,Eumetopias jubatus,"(Schreber, 1776)",-173.50056,52.09694,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Wynne, 2005 #1118}",Animalia,2,Central Aleutian Islands,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2203_1988,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Aerial surveys,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1988,"no_depth,on_land"
9668,6a2c92c3-0897-48c8-8fc8-8083d0ca3191,Pusa hispida,"Nordquist, 1899",-141.0,75.0,urn:lsid:marinespecies.org:taxname:159021,False,159021,HumanObservation,False,,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Phocidae,136976.0,Pusa,159020.0,"Canada, United States","{Stirling, 2002 #848}",Animalia,2,eastern Beaufort Sea,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4545_1953,Carnivora,2687.0,Pusa hispida,Chordata,1821,Seals per 100km��,Unspecified,Pusa hispida,159021.0,Vertebrata,146419,Tetrapoda,1831,False,Arctic,1953,no_depth
9671,6a3109b6-0f5d-4461-8597-bb7575f56d4b,Ursus maritimus,"Phipps, 1774",179.43,51.65,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,United States,"{U.S. Fish and Wildlife Service, 2002 #1085} updated with {NOAA, 2010 #2290}",Animalia,2,Chukchi/Bering Sea Stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2232_1996,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Number of individuals,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1996,no_depth
9680,6a40973a-bdea-4ed7-b256-4fd198c70ca0,Ursus maritimus,"Phipps, 1774",179.43,51.65,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,United States,"{U.S. Fish and Wildlife Service, 2002 #1085} updated with {NOAA, 2010 #2290}",Animalia,2,Chukchi/Bering Sea Stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2232_1957,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Number of individuals,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1957,no_depth
9687,6a4dd90c-fc12-4ce9-8d11-196e6b5eb202,Balaenoptera borealis,"Lesson, 1828",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137088,False,137088,HumanObservation,,EN,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1943_1962,Cetartiodactyla,370511.0,Balaenoptera borealis,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera borealis,137088.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1962,no_depth
9689,6a54e581-374f-458b-afe0-b9bf48d316ae,Callorhinus ursinus,"Linnaeus, 1758",-169.6,56.56667,urn:lsid:marinespecies.org:taxname:254997,False,254997,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Callorhinus,254996.0,United States,"{Towell, 2008 #2295}",Animalia,2,"St. George Island (in the Pribilof Islands part of the Aleutian Islands), Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9808_1953,Carnivora,2687.0,Callorhinus ursinus,Chordata,1821,number of individuals,Adult male direct count,Callorhinus ursinus,254997.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1953,"no_depth,on_land"
9694,6a72e7e9-d6de-48c8-8817-7d4914268d1d,Hyperoodon ampullatus,"(Forster, 1770)",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:343899,False,343899,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Ziphiidae,136986.0,Hyperoodon,137033.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2007_1981,Cetartiodactyla,370511.0,Hyperoodon ampullatus,Chordata,1821,Individuals,Primary sightings from aerial surveys,Hyperoodon ampullatus,343899.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1981,no_depth
9695,6a75e61b-a666-4fa8-9d4c-d6614af3d11c,Delphinapterus leucas,"Pallas, 1776",-82.0,60.0,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,Canada,"{COSEWIC, 2004 #712}",Animalia,2,"Eastern Hudson Bay, Canada",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4319_1954,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Individuals (estimated),Abundance estimate (possibly aerial survey),Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1954,no_depth
9707,6a971165-2084-4842-a92b-3800e69d38ae,Phocoenoides dalli,"True, 1885",-170.0,57.0,urn:lsid:marinespecies.org:taxname:254987,False,254987,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Phocoenidae,136984.0,Phocoenoides,254986.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Isalnds, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6424_1974,Cetartiodactyla,370511.0,Phocoenoides dalli,Chordata,1821,Frequency of groups sighted,boat based survey,Phocoenoides dalli,254987.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1974,no_depth
9717,6ab40591-c4a2-4149-a5ad-bacbeb420406,Enhydra lutris,"Linnaeus, 1758",178.30278,51.78806,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{DOROFF, 2003 #1276}",Animalia,2,"Rat Islands, Aleutian Islands, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4805_1953,Carnivora,2687.0,Enhydra lutris,Chordata,1821,number of individuals,aerial survey,Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1953,"no_depth,on_land"
9718,6ab73292-0bd7-41b5-a13f-b2146c9d1c16,Enhydra lutris,"Linnaeus, 1758",-176.64028,51.78444,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{Anthony, 2008 #2297}",Animalia,2,"Adak Island, Aleutian Islands, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9813_1951,Carnivora,2687.0,Enhydra lutris,Chordata,1821,No. of otters/km of coastline,Unknown,Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1951,"no_depth,on_land"
9729,6ad31a01-2b07-4a7f-b2cb-9b6434da7078,Balaenoptera physalus,"(Linnaeus, 1758)",-56.0,55.0,urn:lsid:marinespecies.org:taxname:137091,False,137091,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Canada,"{Meredith, 1988 #527}",Animalia,2,Newfoundland,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1948_1964,Cetartiodactyla,370511.0,Balaenoptera physalus,Chordata,1821,Inidividuals,Unknown,Balaenoptera physalus,137091.0,Vertebrata,146419,Tetrapoda,1831,,Atlantic north temperate,1964,no_depth
9742,6af198ba-9061-4a0a-ac5c-07eac2c7f987,Physeter macrocephalus,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137118,False,137119,HumanObservation,,VU,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Physeteridae,136985.0,Physeter,137032.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2015_2012,Cetartiodactyla,370511.0,Physeter catodon,Chordata,1821,Individuals,Primary sightings from aerial surveys,Physeter macrocephalus,137119.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2012,no_depth
